,Unnamed: 0,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Total Score,Pass/Fail
4998,4998,male,group B,bachelor's degree,free/reduced,none,62,59,56,177,P
4999,4999,male,group D,bachelor's degree,standard,none,88,73,85,246,P
5000,5000,female,group E,some high school,free/reduced,none,73,85,79,237,P
5001,5001,female,group D,high school,standard,none,68,85,63,216,P
5002,5002,female,group D,master's degree,standard,none,66,73,75,214,P
5003,5003,male,group E,high school,free/reduced,completed,56,53,56,165,P
5004,5004,male,group C,master's degree,free/reduced,none,59,58,45,162,P
5005,5005,male,group C,master's degree,free/reduced,completed,54,69,80,203,P
5006,5006,male,group E,associate's degree,standard,completed,56,55,57,168,P
5007,5007,male,group C,bachelor's degree,free/reduced,completed,61,72,72,205,P
5008,5008,female,group C,high school,standard,none,76,78,79,233,P
5009,5009,male,group E,high school,free/reduced,none,50,66,52,168,P
5010,5010,female,group D,high school,free/reduced,completed,46,52,60,158,P
5011,5011,female,group D,associate's degree,free/reduced,completed,45,56,63,164,P
5012,5012,male,group C,master's degree,standard,none,78,84,75,237,P
5013,5013,male,group B,some college,free/reduced,none,57,60,56,173,P
5014,5014,male,group D,some high school,standard,completed,77,69,82,228,P
5015,5015,male,group D,associate's degree,standard,none,83,57,64,204,P
5016,5016,male,group C,bachelor's degree,standard,none,82,73,80,235,P
5017,5017,male,group C,some high school,free/reduced,completed,56,59,54,169,P
5018,5018,female,group E,high school,standard,none,73,87,86,246,P
5019,5019,female,group C,some college,standard,none,79,78,82,239,P
5020,5020,male,group B,associate's degree,standard,completed,94,88,85,267,P
5021,5021,female,group D,associate's degree,standard,none,78,78,78,234,P
5022,5022,female,group C,some college,standard,completed,83,93,95,271,P
5023,5023,male,group E,associate's degree,standard,completed,63,61,56,180,P
5024,5024,male,group E,some college,standard,none,72,53,60,185,P
5025,5025,male,group B,some college,standard,none,64,50,55,169,P
5026,5026,male,group D,bachelor's degree,free/reduced,completed,75,78,76,229,P
5027,5027,male,group E,high school,standard,none,75,75,79,229,P
5028,5028,female,group D,some high school,standard,none,55,60,61,176,P
5029,5029,male,group C,high school,standard,none,44,51,39,134,F
5030,5030,female,group C,associate's degree,standard,completed,63,74,79,216,P
5031,5031,male,group B,some high school,standard,none,68,70,59,197,P
5032,5032,female,group E,associate's degree,standard,none,84,96,94,274,P
5033,5033,female,group B,associate's degree,standard,none,70,72,81,223,P
5034,5034,male,group D,high school,standard,none,43,46,47,136,P
5035,5035,male,group C,some high school,standard,none,69,71,63,203,P
5036,5036,male,group C,associate's degree,standard,none,50,42,43,135,P
5037,5037,female,group D,high school,standard,completed,54,58,72,184,P
5038,5038,male,group E,some high school,standard,none,32,21,17,70,F
5039,5039,male,group A,some high school,standard,completed,68,59,67,194,P
5040,5040,female,group D,bachelor's degree,standard,completed,60,71,86,217,P
5041,5041,female,group E,high school,standard,none,44,50,46,140,P
5042,5042,female,group C,some high school,standard,none,66,77,80,223,P
5043,5043,female,group C,associate's degree,standard,none,66,70,72,208,P
5044,5044,female,group E,associate's degree,free/reduced,none,67,81,82,230,P
5045,5045,male,group B,associate's degree,free/reduced,completed,54,61,48,163,P
5046,5046,male,group B,some high school,standard,none,69,63,56,188,P
5047,5047,male,group D,high school,standard,none,73,84,75,232,P
5048,5048,male,group E,bachelor's degree,standard,completed,72,63,71,206,P
5049,5049,female,group A,high school,free/reduced,completed,52,55,58,165,P
5050,5050,male,group B,high school,free/reduced,none,48,49,41,138,P
5051,5051,female,group C,bachelor's degree,free/reduced,none,41,67,66,174,P
5052,5052,male,group B,some high school,standard,completed,96,89,81,266,P
5053,5053,male,group C,some college,standard,completed,96,85,94,275,P
5054,5054,male,group C,some high school,free/reduced,none,72,79,62,213,P
5055,5055,female,group C,bachelor's degree,free/reduced,none,41,61,53,155,P
5056,5056,female,group E,high school,standard,none,78,79,66,223,P
5057,5057,male,group A,master's degree,free/reduced,none,73,79,81,233,P
5058,5058,male,group D,associate's degree,standard,completed,87,83,83,253,P
5059,5059,female,group D,master's degree,standard,none,87,97,103,287,P
5060,5060,female,group D,bachelor's degree,standard,none,81,87,92,260,P
5061,5061,male,group B,high school,standard,none,68,52,54,174,P
5062,5062,male,group B,some high school,standard,none,62,52,49,163,P
5063,5063,male,group A,some college,free/reduced,completed,87,83,79,249,P
5064,5064,female,group C,master's degree,standard,completed,55,65,69,189,P
5065,5065,male,group D,associate's degree,free/reduced,none,81,72,67,220,P
5066,5066,female,group C,some college,standard,none,73,76,72,221,P
5067,5067,male,group D,high school,free/reduced,none,71,66,67,204,P
5068,5068,female,group C,master's degree,standard,none,74,82,83,239,P
5069,5069,male,group C,associate's degree,free/reduced,none,70,64,67,201,P
5070,5070,male,group B,some high school,standard,none,68,49,49,166,P
5071,5071,male,group B,some college,free/reduced,none,42,45,43,130,P
5072,5072,female,group E,some college,standard,none,59,80,73,212,P
5073,5073,male,group C,bachelor's degree,standard,completed,86,86,92,264,P
5074,5074,male,group C,some college,free/reduced,completed,47,47,48,142,P
5075,5075,female,group E,master's degree,free/reduced,none,42,57,57,156,P
5076,5076,female,group C,associate's degree,standard,none,51,51,55,157,P
5077,5077,female,group C,associate's degree,free/reduced,none,64,75,80,219,P
5078,5078,male,group C,bachelor's degree,standard,completed,64,59,75,198,P
5079,5079,male,group A,high school,free/reduced,completed,67,70,68,205,P
5080,5080,female,group E,associate's degree,standard,completed,82,90,93,265,P
5081,5081,male,group D,some high school,free/reduced,none,56,42,38,136,F
5082,5082,male,group A,bachelor's degree,standard,completed,89,73,81,243,P
5083,5083,male,group D,some college,standard,completed,77,56,70,203,P
5084,5084,female,group A,associate's degree,free/reduced,none,30,56,61,147,F
5085,5085,female,group C,some high school,free/reduced,completed,66,74,79,219,P
5086,5086,male,group E,associate's degree,standard,completed,79,82,83,244,P
5087,5087,male,group C,associate's degree,free/reduced,none,60,49,54,163,P
5088,5088,female,group D,master's degree,free/reduced,completed,85,95,100,280,P
5089,5089,female,group B,some high school,standard,none,72,72,62,206,P
5090,5090,female,group D,high school,standard,completed,59,61,66,186,P
5091,5091,female,group C,associate's degree,standard,none,66,67,68,201,P
5092,5092,male,group E,high school,standard,none,75,48,58,181,P
5093,5093,female,group B,some college,standard,none,62,65,70,197,P
5094,5094,male,group D,some high school,standard,none,64,50,45,159,P
5095,5095,male,group E,associate's degree,free/reduced,none,51,41,38,130,F
5096,5096,female,group C,high school,standard,none,62,77,64,203,P
5097,5097,male,group E,some high school,standard,none,35,34,25,94,F
5098,5098,female,group E,associate's degree,free/reduced,none,66,79,85,230,P
5099,5099,male,group D,associate's degree,standard,none,69,67,64,200,P
5100,5100,male,group A,master's degree,free/reduced,none,71,73,76,220,P
5101,5101,female,group C,some college,free/reduced,none,80,82,90,252,P
5102,5102,female,group C,bachelor's degree,standard,completed,97,98,95,290,P
5103,5103,male,group C,some college,free/reduced,none,75,65,62,202,P
5104,5104,male,group D,some high school,standard,none,60,52,45,157,P
5105,5105,female,group C,associate's degree,standard,completed,51,78,82,211,P
5106,5106,male,group D,high school,free/reduced,none,57,58,43,158,P
5107,5107,female,group E,some college,standard,completed,74,75,74,223,P
5108,5108,female,group C,associate's degree,standard,none,56,67,76,199,P
5109,5109,female,group C,master's degree,standard,completed,72,82,90,244,P
5110,5110,male,group A,associate's degree,free/reduced,none,42,50,46,138,P
5111,5111,male,group E,high school,standard,none,85,71,66,222,P
5112,5112,male,group E,some college,standard,none,63,58,47,168,P
5113,5113,female,group A,associate's degree,free/reduced,none,46,56,45,147,P
5114,5114,female,group E,associate's degree,standard,none,71,71,60,202,P
5115,5115,female,group C,some college,standard,none,50,63,73,186,P
5116,5116,male,group E,bachelor's degree,free/reduced,completed,64,64,77,205,P
5117,5117,male,group C,some college,free/reduced,none,66,62,51,179,P
5118,5118,female,group D,some high school,standard,none,74,94,75,243,P
5119,5119,female,group C,bachelor's degree,standard,completed,52,66,69,187,P
5120,5120,female,group A,associate's degree,free/reduced,none,68,88,74,230,P
5121,5121,female,group C,high school,standard,none,59,70,62,191,P
5122,5122,female,group D,bachelor's degree,standard,none,82,103,101,286,P
5123,5123,male,group B,associate's degree,free/reduced,completed,75,82,75,232,P
5124,5124,female,group D,high school,standard,none,42,68,54,164,P
5125,5125,female,group A,high school,free/reduced,completed,32,48,47,127,F
5126,5126,female,group C,associate's degree,standard,none,73,78,71,222,P
5127,5127,male,group A,some college,free/reduced,none,78,75,65,218,P
5128,5128,male,group D,master's degree,standard,none,80,78,84,242,P
5129,5129,male,group E,some high school,standard,completed,81,90,79,250,P
5130,5130,female,group B,master's degree,standard,none,76,86,83,245,P
5131,5131,female,group C,some college,free/reduced,completed,64,71,72,207,P
5132,5132,male,group C,some high school,standard,completed,73,80,69,222,P
5133,5133,female,group C,master's degree,free/reduced,completed,56,81,82,219,P
5134,5134,male,group D,master's degree,standard,none,87,75,87,249,P
5135,5135,female,group B,associate's degree,standard,completed,64,91,81,236,P
5136,5136,female,group D,some high school,free/reduced,none,52,48,53,153,P
5137,5137,female,group D,associate's degree,free/reduced,completed,39,55,55,149,F
5138,5138,male,group D,some college,standard,none,86,74,72,232,P
5139,5139,male,group A,some college,standard,completed,99,94,86,279,P
5140,5140,female,group A,high school,standard,none,54,64,67,185,P
5141,5141,female,group E,some college,standard,completed,75,79,81,235,P
5142,5142,female,group B,some high school,standard,none,86,84,89,259,P
5143,5143,female,group B,high school,standard,completed,81,79,92,252,P
5144,5144,female,group C,some college,standard,completed,64,85,85,234,P
5145,5145,male,group B,some college,free/reduced,none,60,52,50,162,P
5146,5146,male,group C,some college,standard,completed,94,88,89,271,P
5147,5147,female,group D,associate's degree,free/reduced,none,39,51,48,138,F
5148,5148,male,group C,bachelor's degree,standard,none,85,85,89,259,P
5149,5149,male,group B,bachelor's degree,free/reduced,none,68,61,58,187,P
5150,5150,female,group D,associate's degree,free/reduced,none,49,55,63,167,P
5151,5151,male,group C,high school,standard,completed,53,52,50,155,P
5152,5152,male,group D,some high school,standard,none,51,48,47,146,P
5153,5153,female,group E,some college,standard,completed,65,71,71,207,P
5154,5154,female,group C,bachelor's degree,standard,none,68,74,81,223,P
5155,5155,female,group B,high school,standard,none,91,93,87,271,P
5156,5156,female,group B,bachelor's degree,standard,none,99,103,96,298,P
5157,5157,male,group D,some college,standard,none,59,69,57,185,P
5158,5158,male,group D,associate's degree,free/reduced,completed,78,81,77,236,P
5159,5159,male,group C,associate's degree,free/reduced,completed,77,74,85,236,P
5160,5160,female,group C,some college,standard,none,56,51,61,168,P
5161,5161,female,group D,associate's degree,free/reduced,completed,44,65,58,167,P
5162,5162,female,group C,some college,free/reduced,none,73,79,92,244,P
5163,5163,female,group B,bachelor's degree,standard,none,68,92,85,245,P
5164,5164,male,group B,high school,standard,none,63,69,65,197,P
5165,5165,male,group D,some high school,free/reduced,completed,56,54,63,173,P
5166,5166,male,group E,associate's degree,free/reduced,completed,71,75,70,216,P
5167,5167,female,group C,associate's degree,standard,completed,72,84,82,238,P
5168,5168,male,group B,some college,standard,completed,76,70,70,216,P
5169,5169,male,group D,some college,free/reduced,none,69,59,60,188,P
5170,5170,male,group E,associate's degree,standard,none,67,62,59,188,P
5171,5171,female,group B,some college,standard,none,69,68,68,205,P
5172,5172,male,group B,associate's degree,free/reduced,none,40,39,41,120,F
5173,5173,male,group C,some high school,standard,none,78,77,68,223,P
5174,5174,female,group C,high school,free/reduced,none,35,53,49,137,F
5175,5175,male,group D,high school,standard,none,64,72,74,210,P
5176,5176,male,group D,associate's degree,standard,none,88,67,79,234,P
5177,5177,female,group D,some high school,standard,none,82,90,83,255,P
5178,5178,female,group A,some high school,standard,completed,77,82,94,253,P
5179,5179,female,group D,some college,standard,completed,83,102,90,275,P
5180,5180,male,group D,master's degree,standard,none,80,78,73,231,P
5181,5181,male,group B,high school,free/reduced,none,64,50,42,156,P
5182,5182,male,group A,master's degree,free/reduced,none,70,75,78,223,P
5183,5183,male,group E,associate's degree,free/reduced,completed,91,77,76,244,P
5184,5184,female,group D,associate's degree,standard,none,84,89,75,248,P
5185,5185,female,group C,some high school,free/reduced,completed,68,81,86,235,P
5186,5186,female,group B,some high school,free/reduced,none,24,31,30,85,F
5187,5187,female,group C,some college,standard,none,50,51,53,154,P
