,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
5713,female,group C,bachelor's degree,standard,none,78,98,90
5714,male,group C,some college,free/reduced,none,60,55,47
5715,male,group D,bachelor's degree,free/reduced,none,52,48,45
5716,female,group C,some high school,standard,completed,66,68,82
5717,male,group C,high school,standard,none,52,53,46
5718,male,group E,associate's degree,standard,completed,85,82,84
5719,male,group C,high school,standard,completed,73,62,69
5720,female,group C,some high school,free/reduced,none,47,50,51
5721,female,group D,bachelor's degree,free/reduced,none,86,89,93
5722,male,group B,high school,standard,completed,78,72,64
5723,female,group C,associate's degree,standard,none,83,86,95
5724,female,group B,high school,free/reduced,completed,43,44,65
5725,male,group E,associate's degree,free/reduced,completed,99,97,98
5726,female,group B,some high school,free/reduced,none,44,58,50
5727,female,group D,some college,standard,none,41,61,57
5728,female,group E,some college,standard,completed,90,85,93
5729,male,group D,some college,standard,completed,74,79,79
5730,female,group E,some high school,free/reduced,none,38,34,42
5731,male,group E,some high school,free/reduced,completed,70,67,62
5732,male,group E,master's degree,standard,none,95,84,88
5733,male,group D,associate's degree,standard,none,72,62,68
5734,male,group B,some college,free/reduced,completed,61,68,65
5735,female,group A,high school,free/reduced,completed,86,89,89
5736,female,group C,associate's degree,free/reduced,none,55,65,60
5737,female,group D,some high school,standard,none,48,55,54
5738,female,group D,bachelor's degree,free/reduced,none,57,73,73
5739,female,group B,some high school,standard,none,44,47,44
5740,male,group D,associate's degree,free/reduced,none,52,53,54
5741,female,group C,high school,free/reduced,none,40,42,42
5742,female,group D,some high school,standard,completed,72,83,84
5743,male,group D,associate's degree,free/reduced,none,67,64,67
5744,male,group E,bachelor's degree,standard,completed,65,70,66
5745,male,group A,some high school,standard,none,72,52,38
5746,female,group D,high school,free/reduced,none,44,52,41
5747,female,group C,some college,standard,none,65,69,78
5748,male,group E,high school,standard,none,92,74,76
5749,female,group D,some high school,standard,none,71,84,86
5750,female,group B,high school,free/reduced,none,51,68,72
5751,male,group A,high school,free/reduced,none,61,61,48
5752,male,group D,associate's degree,free/reduced,none,75,74,74
5753,male,group C,associate's degree,free/reduced,completed,65,69,64
5754,male,group D,some college,standard,none,65,54,62
5755,male,group D,high school,standard,none,96,96,80
5756,female,group D,some high school,free/reduced,none,47,56,52
5757,female,group D,some college,free/reduced,completed,70,75,76
5758,male,group D,high school,standard,none,54,48,42
5759,female,group D,some college,standard,completed,66,87,76
5760,female,group D,some college,free/reduced,none,82,84,80
5761,female,group D,some college,free/reduced,none,75,83,81
5762,female,group C,some college,standard,none,80,72,73
5763,male,group A,high school,standard,none,60,66,73
5764,male,group D,associate's degree,free/reduced,none,74,71,75
5765,male,group D,some college,standard,completed,93,97,99
5766,male,group D,high school,free/reduced,completed,81,73,83
5767,female,group A,high school,free/reduced,completed,84,91,83
5768,male,group C,high school,free/reduced,completed,60,48,56
5769,male,group E,high school,standard,none,88,67,69
5770,female,group C,bachelor's degree,standard,none,79,98,88
5771,male,group C,master's degree,standard,completed,90,84,91
5772,female,group D,some high school,free/reduced,none,64,79,86
5773,female,group C,associate's degree,free/reduced,completed,77,90,86
5774,female,group C,master's degree,free/reduced,none,37,57,61
5775,female,group D,some college,standard,none,71,70,85
5776,female,group E,bachelor's degree,standard,none,55,67,75
5777,male,group D,some high school,standard,completed,71,68,72
5778,female,group C,some college,standard,completed,90,94,91
5779,male,group C,associate's degree,standard,none,81,63,71
5780,male,group B,associate's degree,free/reduced,none,63,58,56
5781,male,group C,associate's degree,free/reduced,none,69,67,66
5782,female,group E,some college,standard,none,93,88,88
5783,male,group E,high school,standard,none,90,73,66
5784,male,group C,some college,standard,none,60,60,57
5785,male,group B,high school,standard,none,41,43,42
5786,male,group B,bachelor's degree,standard,none,57,60,54
5787,male,group E,associate's degree,standard,none,74,59,63
5788,male,group D,bachelor's degree,standard,completed,73,55,77
5789,female,group D,bachelor's degree,free/reduced,none,66,81,82
5790,male,group D,bachelor's degree,free/reduced,none,62,63,64
5791,male,group A,high school,standard,none,59,48,61
5792,male,group A,bachelor's degree,standard,completed,83,70,80
5793,female,group B,associate's degree,standard,completed,61,84,92
5794,female,group C,high school,standard,none,60,69,81
5795,male,group C,master's degree,free/reduced,completed,66,73,84
5796,male,group D,some college,standard,none,77,69,71
5797,female,group B,some college,standard,none,64,64,58
5798,female,group C,bachelor's degree,standard,completed,53,81,74
5799,male,group B,some high school,standard,completed,62,47,52
5800,male,group E,some high school,standard,none,103,94,78
5801,male,group D,master's degree,standard,none,90,80,83
5802,male,group E,associate's degree,free/reduced,completed,73,73,70
5803,female,group A,some college,standard,completed,62,72,77
5804,female,group D,high school,free/reduced,none,45,46,52
5805,female,group A,some high school,standard,completed,63,91,73
5806,male,group C,some college,standard,completed,105,85,88
5807,female,group A,high school,free/reduced,completed,55,52,58
5808,male,group E,some college,standard,none,75,60,56
5809,female,group C,associate's degree,standard,none,35,60,57
5810,male,group C,some college,free/reduced,none,70,59,51
5811,female,group C,some college,standard,none,62,73,72
5812,male,group C,master's degree,free/reduced,none,47,60,57
5813,female,group D,some high school,standard,none,68,72,72
5814,male,group D,some high school,standard,completed,66,61,66
5815,male,group C,high school,standard,none,72,80,68
5816,female,group C,associate's degree,standard,none,81,94,97
5817,female,group B,some high school,standard,none,90,81,82
5818,female,group C,high school,standard,none,76,83,74
5819,male,group D,associate's degree,free/reduced,none,52,58,50
5820,female,group D,high school,standard,completed,88,99,100
5821,female,group C,high school,free/reduced,none,35,47,42
5822,male,group B,high school,standard,none,47,46,44
5823,female,group C,some college,free/reduced,none,82,86,83
5824,female,group B,some college,free/reduced,completed,48,55,67
5825,female,group E,some high school,free/reduced,none,81,80,69
5826,female,group C,some college,free/reduced,none,71,78,90
5827,female,group D,bachelor's degree,standard,completed,70,84,81
5828,male,group C,high school,free/reduced,none,55,52,55
5829,female,group E,some college,standard,none,60,74,65
5830,male,group C,some college,free/reduced,none,66,67,63
5831,male,group A,high school,standard,none,69,71,65
5832,female,group D,associate's degree,standard,none,75,81,86
5833,female,group D,some college,standard,completed,69,78,77
5834,male,group C,some high school,free/reduced,completed,61,70,69
5835,female,group B,high school,standard,completed,70,82,77
5836,male,group D,some high school,free/reduced,none,52,50,54
5837,female,group E,some college,standard,none,61,72,69
5838,female,group D,some college,standard,none,63,71,63
5839,male,group B,high school,free/reduced,none,38,33,35
5840,male,group C,high school,standard,none,69,61,47
5841,male,group C,associate's degree,free/reduced,none,51,49,61
5842,male,group E,associate's degree,standard,completed,64,58,64
5843,female,group D,master's degree,standard,none,92,100,97
5844,male,group C,high school,free/reduced,none,56,54,47
5845,male,group B,bachelor's degree,free/reduced,none,65,56,54
5846,female,group D,some high school,standard,completed,69,65,79
5847,male,group C,high school,standard,none,93,79,76
5848,female,group C,high school,free/reduced,none,39,43,48
5849,male,group D,some high school,standard,completed,69,66,72
5850,male,group A,some high school,standard,completed,36,37,43
5851,male,group A,some college,free/reduced,none,70,80,72
5852,male,group B,high school,standard,none,54,43,55
5853,male,group D,bachelor's degree,free/reduced,none,63,69,65
5854,female,group D,some college,free/reduced,completed,59,83,85
5855,male,group D,some college,standard,none,61,64,62
5856,female,group E,some high school,standard,none,70,84,73
5857,male,group E,some high school,standard,none,91,83,75
5858,female,group B,associate's degree,standard,completed,94,86,99
5859,male,group A,associate's degree,standard,none,66,66,55
5860,male,group A,high school,free/reduced,completed,69,69,62
5861,female,group D,master's degree,standard,none,72,85,80
5862,male,group A,some high school,free/reduced,none,79,80,73
5863,male,group C,master's degree,free/reduced,none,52,66,66
5864,female,group A,some college,free/reduced,none,46,64,55
5865,female,group D,associate's degree,standard,none,60,75,78
5866,male,group D,some college,standard,none,72,61,56
5867,female,group D,bachelor's degree,free/reduced,none,79,83,85
5868,female,group E,bachelor's degree,standard,completed,79,90,85
5869,male,group D,some high school,free/reduced,none,63,51,48
5870,male,group B,some college,standard,completed,78,79,71
5871,female,group C,some high school,standard,completed,53,49,55
5872,female,group D,some college,free/reduced,none,62,71,63
5873,female,group D,associate's degree,free/reduced,completed,76,96,91
5874,female,group B,high school,standard,completed,66,87,76
5875,male,group D,some college,free/reduced,none,53,58,45
5876,female,group C,some college,free/reduced,none,65,66,65
5877,female,group D,some college,free/reduced,none,45,62,58
5878,male,group D,some college,free/reduced,none,75,64,62
5879,male,group E,associate's degree,free/reduced,completed,76,67,73
5880,female,group D,master's degree,standard,none,57,61,73
5881,male,group B,associate's degree,standard,none,82,75,59
5882,female,group C,bachelor's degree,standard,none,69,85,92
5883,male,group C,high school,standard,none,61,65,59
5884,female,group B,some high school,free/reduced,completed,61,56,59
5885,female,group D,bachelor's degree,free/reduced,none,63,81,73
5886,female,group C,some high school,standard,none,69,75,72
5887,male,group D,some college,standard,completed,103,94,92
5888,female,group C,some college,standard,completed,75,86,86
5889,male,group D,associate's degree,standard,completed,64,63,57
5890,male,group B,associate's degree,standard,completed,76,86,73
5891,female,group C,high school,standard,completed,57,54,69
5892,male,group D,master's degree,standard,none,75,80,71
5893,male,group A,high school,free/reduced,completed,75,69,64
5894,female,group C,high school,free/reduced,none,40,62,50
5895,male,group E,some college,free/reduced,completed,86,79,70
